,runID,module,name,count,sumweights,mean,stddev,min,max,underflows,overflows,binedges,binvalues,recordingmode,title,configname,datetime,datetimef,experiment,inifile,iterationvars,iterationvarsd,iterationvarsf,measurement,network,processid,repetition,replication,resultdir,runnumber,seedset,unit,legend
0,RBAAloha-2-20250224-09:31:48-16228,Aloha.server,collisionLength:histogram,22.0,22.0,0.20051164360013637,0.10690046509117092,0.104064183539,0.476532907133,0.0,0.0,[0.01 0.02 0.03 0.04 0.05 0.06 0.07 0.08 0.09 0.1  0.11 0.12 0.13 0.14 0.15 0.16 0.17 0.18 0.19 0.2  0.21 0.22 0.23 0.24 0.25 0.26 0.27 0.28 0.29 0.3  0.31 0.32 0.33 0.34 0.35 0.36 0.37 0.38 0.39 0.4  0.41 0.42 0.43 0.44 0.45 0.46 0.47 0.48 0.49 0.5  0.51 0.52 0.53 0.54 0.55 0.56 0.57],[0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 1. 1. 2. 4. 1. 1. 0. 0. 1. 1. 1. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],histogram,collision length,RBAAloha,20250224-09:31:48,20250224-093148,RBAAloha,omnetpp.ini,,,,,Aloha,16228,2,#2,results,2,2,,collision length in Aloha.server
